date,startup_name,industry,sub_vertical,city,investors,investment_type,amount_usd,year,month
2016-08-26,Plix,Consumer Internet,Photo and Video Sharing App,Gurugram,Instalabs,Seed,500000.0,2016.0,8.0
2016-08-26,Mobikwik,Consumer Internet,Digital Wallet platform,Gurugram,Net1 UEPS Technologies Inc,Private Equity,40000000.0,2016.0,8.0
2016-08-26,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed,550000.0,2016.0,8.0
2016-08-29,LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000.0,2016.0,8.0
2016-08-29,Runnr,Consumer Internet,hyperlocal Logistics services provider,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000.0,2016.0,8.0
2016-08-29,Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,1000000.0,2016.0,8.0
2016-08-29,LivSpace,Consumer Internet,Online portal for Home Design,Bengaluru,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000.0,2016.0,8.0
2016-08-30,iAugmentor Labs,Technology,Assessment & Learning Platform,Gurugram,Rajasthan Angel Investor Network & Others,Seed,149000.0,2016.0,8.0
2016-08-30,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed,104000.0,2016.0,8.0
2016-08-30,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bengaluru,MediaTek Inc.,Private Equity,60000000.0,2016.0,8.0
2016-08-30,CropIn,Technology,Agriculture Technology Solutions,Bengaluru,Sophia Investment ApS,Private Equity,2000000.0,2016.0,8.0
2016-08-30,Canvera,Consumer Internet,Photographer Discovery & Information platform,Bengaluru,Info Edge (India) Ltd,Private Equity,3000000.0,2016.0,8.0
2016-08-31,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000.0,2016.0,8.0
2016-07-01,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed,500000.0,2016.0,7.0
2016-07-02,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,700000.0,2016.0,7.0
2016-07-04,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000.0,2016.0,7.0
2016-07-04,StitchWood,eCommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed,200000.0,2016.0,7.0
2016-07-04,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,2000000.0,2016.0,7.0
2016-07-04,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000.0,2016.0,7.0
2016-07-05,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurugram,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1000000.0,2016.0,7.0
2016-07-05,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000.0,2016.0,7.0
2016-07-05,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed,1700000.0,2016.0,7.0
2016-07-06,HappilyUnmarried,eCommerce,Online Merchandize etailer,Delhi,Info Edge (India) Ltd,Private Equity,740000.0,2016.0,7.0
2016-07-06,Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed,250000.0,2016.0,7.0
2016-07-06,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed,297000.0,2016.0,7.0
2016-07-07,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000.0,2016.0,7.0
2016-07-07,Adytude,Consumer Internet,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,1000000.0,2016.0,7.0
2016-07-08,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000.0,2016.0,7.0
2016-07-11,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000.0,2016.0,7.0
2016-07-11,Trak N Tell,Technology,Car Tracking & Safety System,Gurugram,Brian Acton,Private Equity,3500000.0,2016.0,7.0
2016-07-11,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000.0,2016.0,7.0
2016-07-12,SirionLabs,Technology,SAAS based Service Agreement Management,Gurugram,Sequoia Capital,Private Equity,12250000.0,2016.0,7.0
2016-07-13,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",Delhi,Rainmaker Ventures,Private Equity,5000000.0,2016.0,7.0
2016-07-13,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed,600000.0,2016.0,7.0
2016-07-13,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,1350000.0,2016.0,7.0
2016-07-13,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,5000000.0,2016.0,7.0
2016-07-14,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed,450000.0,2016.0,7.0
2016-07-14,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000.0,2016.0,7.0
2016-07-15,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed,1000000.0,2016.0,7.0
2016-07-15,BankerBay,Consumer Internet,Online Investment Banking platform,Bengaluru,undisclosed investors,Private Equity,2000000.0,2016.0,7.0
2016-07-15,TripShelf,eCommerce,Travel Package Marketplace,Delhi,GEMS group,Seed,250000.0,2016.0,7.0
2016-07-15,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000.0,2016.0,7.0
2016-07-18,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed,650000.0,2016.0,7.0
2016-07-18,Zuppler,Consumer Internet,Online Food Ordering platform,Delhi,SRI Capital,Seed,650000.0,2016.0,7.0
2016-07-18,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000.0,2016.0,7.0
2016-07-19,Sagacito,Technology,Cloud-Based Enterprise Solutions,Delhi,Star India Pvt. Ltd,Private Equity,10000000.0,2016.0,7.0
2016-07-19,Deal4Loans / Wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000.0,2016.0,7.0
2016-07-19,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,1000000.0,2016.0,7.0
2016-07-19,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurugram,Green House Ventures Accelerator,Seed,250000.0,2016.0,7.0
2016-07-20,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,1000000.0,2016.0,7.0
2016-07-20,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed,595000.0,2016.0,7.0
2016-07-21,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,Delhi,Nihon Kotsu Co,Private Equity,1000000.0,2016.0,7.0
2016-07-21,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed,595000.0,2016.0,7.0
2016-06-02,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,1000000.0,2016.0,6.0
2016-06-02,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,1000000.0,2016.0,6.0
2016-06-03,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed,75000.0,2016.0,6.0
2016-06-03,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,Delhi,Romulus Capital,Private Equity,2000000.0,2016.0,6.0
2016-06-06,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed,448000.0,2016.0,6.0
2016-06-07,CueMath,Education,K-12 Maths Learning Courses,Bengaluru,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000.0,2016.0,6.0
2016-06-07,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bengaluru,"Yeahmobi, Fenqile",Private Equity,2000000.0,2016.0,6.0
2016-06-07,Intgrea,Technology,Post merger Integration Partners,Bengaluru,Undisclosed Investor,Seed,100000.0,2016.0,6.0
2016-06-07,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000.0,2016.0,6.0
2016-06-07,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,1000000.0,2016.0,6.0
2016-06-08,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed,1000000.0,2016.0,6.0
2016-06-08,ListUp,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed,500000.0,2016.0,6.0
2016-06-08,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed,200000.0,2016.0,6.0
2016-06-08,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Bengaluru,Axiata Digital,Private Equity,16000000.0,2016.0,6.0
2016-06-08,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurugram,BlackJag Partners,Seed,200000.0,2016.0,6.0
2016-06-09,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed,2000000.0,2016.0,6.0
2016-06-10,Paytunes,Consumer Internet,Mobile based rewards platform,Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,500000.0,2016.0,6.0
2016-06-13,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,1000000.0,2016.0,6.0
2016-06-13,Matrubharti,Consumer Internet,e-Book Publisher,Unknown,Viridian Capital,Seed,30000.0,2016.0,6.0
2016-06-14,Jivox,Technology,Data Driven Advertising platform,Bengaluru,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000.0,2016.0,6.0
2016-06-14,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed,1000000.0,2016.0,6.0
2016-06-14,CureJoy,Consumer Internet,Online Alternative health community platform,Bengaluru,Accel Partners India,Private Equity,4400000.0,2016.0,6.0
2016-06-15,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed,450000.0,2016.0,6.0
2016-06-16,Diro Labs,Consumer Internet,Contact Management Mobile App,Delhi,Info Edge (India) Ltd,Private Equity,450000.0,2016.0,6.0
2016-06-16,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurugram,Info Edge (India) Ltd,Private Equity,600000.0,2016.0,6.0
2016-06-16,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bengaluru,Sequoia Capital,Private Equity,20000000.0,2016.0,6.0
2016-06-17,Cleartax,Consumer Internet,Online Tax Filing Platform,Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000.0,2016.0,6.0
2016-06-17,Silvan Innovation Labs,Technology,Home Automation Solutions,Bengaluru,Infuse Ventures,Private Equity,900000.0,2016.0,6.0
2016-06-17,GreytHR,Technology,Payroll & HR Software Developer,Bengaluru,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5200000.0,2016.0,6.0
2016-06-21,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed,150000.0,2016.0,6.0
2016-06-21,Celerix,Technology,Fintech Product Development & Services Startup,Bengaluru,Bitkemy Ventures,Seed,400000.0,2016.0,6.0
2016-06-21,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed,225000.0,2016.0,6.0
2016-06-21,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed,150000.0,2016.0,6.0
2016-06-21,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000.0,2016.0,6.0
2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed,150000.0,2016.0,6.0
2016-06-23,FarEye,Technology,Logistics Management Software,Delhi,Saif Partners,Private Equity,3500000.0,2016.0,6.0
2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed,210000.0,2016.0,6.0
2016-06-24,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed,50000.0,2016.0,6.0
2016-06-24,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed,500000.0,2016.0,6.0
2016-06-24,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,6000000.0,2016.0,6.0
2016-06-24,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,3000000.0,2016.0,6.0
2016-06-24,KabadiExpress,Others,Free Door Step Scrap Pickup Service,Delhi,Undisclosed investor,Seed,148000.0,2016.0,6.0
2016-06-27,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed,1200000.0,2016.0,6.0
2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Undisclosed investor,Seed,100000.0,2016.0,6.0
2016-06-27,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,GVFL Ltd,Private Equity,3000000.0,2016.0,6.0
2016-06-28,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurugram,"Accel Partners, RB Investments",Private Equity,8000000.0,2016.0,6.0
2016-06-28,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed,300000.0,2016.0,6.0
2016-06-28,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000.0,2016.0,6.0
2016-06-28,Hello Tax,Consumer Internet,Online Tax Filing Platform,Delhi,Sanjeev Sinha,Seed,295000.0,2016.0,6.0
2016-06-29,LetReach,eCommerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,100000.0,2016.0,6.0
2016-06-29,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed,50000.0,2016.0,6.0
2016-06-29,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000.0,2016.0,6.0
2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,25000000.0,2016.0,6.0
2016-06-30,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed,220000.0,2016.0,6.0
2016-06-30,Biryani Blues,Food & Beverage,QSR Chain,Gurugram,Carpediem Capital & Others,Private Equity,368000.0,2016.0,6.0
2016-05-01,Get My Parking,Technology,Parking Technology Platform,Delhi,The Chennai Angels,Seed,376000.0,2016.0,5.0
2016-05-01,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed,145000.0,2016.0,5.0
2016-05-03,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurugram,"GMO Payment Gateway, MediaTek",Private Equity,50000000.0,2016.0,5.0
2016-05-03,Zwayam,Consumer Internet,Online Recruitment Platform,Bengaluru,Undisclosed investors,Seed,250000.0,2016.0,5.0
2016-05-03,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed,180000.0,2016.0,5.0
2016-05-04,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed,200000.0,2016.0,5.0
2016-05-04,Lenskart,eCommerce,Eyewear & Accessories etailer,Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000.0,2016.0,5.0
2016-05-04,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12000000.0,2016.0,5.0
2016-05-04,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed,200000.0,2016.0,5.0
2016-05-04,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed,200000.0,2016.0,5.0
2016-05-04,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed,150000.0,2016.0,5.0
2016-05-04,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed,500000.0,2016.0,5.0
2016-05-04,Affordplan,Technology,Affordable non-emergency medical service health plans,Delhi,Kalaari Capital Accelerator Program,Seed,500000.0,2016.0,5.0
2016-05-04,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed,500000.0,2016.0,5.0
2016-05-05,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,Group of undisclosed Angel Investors & HNIs,Seed,375000.0,2016.0,5.0
2016-05-06,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,1000000.0,2016.0,5.0
2016-05-07,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed,75000.0,2016.0,5.0
2016-05-09,Locus,Technology,Logistics Intelligence platform,Bengaluru,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2750000.0,2016.0,5.0
2016-05-09,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed,450000.0,2016.0,5.0
2016-05-09,Rentickle,eCommerce,"Furniture, appliances Portal",Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed,250000.0,2016.0,5.0
2016-05-10,HealthifyMe,Consumer Internet,Health & Fitness App,Bengaluru,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0,2016.0,5.0
2016-05-10,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0,2016.0,5.0
2016-05-10,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,18000000.0,2016.0,5.0
2016-05-10,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed,1500000.0,2016.0,5.0
2016-05-10,Swiggy,Consumer Internet,Food Delivery Platform,Bengaluru,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000.0,2016.0,5.0
2016-05-11,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,Undisclosed Investors,Private Equity,900000.0,2016.0,5.0
2016-05-11,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000.0,2016.0,5.0
2016-05-12,Unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed,500000.0,2016.0,5.0
2016-05-12,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,2016.0,5.0
2016-05-12,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,150000.0,2016.0,5.0
2016-05-13,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0,2016.0,5.0
2016-05-13,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0,2016.0,5.0
2016-05-16,Smartivity,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1000000.0,2016.0,5.0
2016-05-18,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bengaluru,YourNest Angel Fund,Seed,250000.0,2016.0,5.0
2016-05-18,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed,100000.0,2016.0,5.0
2016-05-18,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000.0,2016.0,5.0
2016-05-18,BhiveWorkspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,1000000.0,2016.0,5.0
2016-05-19,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed,1000000.0,2016.0,5.0
2016-05-19,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,Delhi,Undisclosed HNIs,Seed,500000.0,2016.0,5.0
2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,Delhi,"Chatsworth Management, ITW Digital",Seed,500000.0,2016.0,5.0
2016-05-20,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed,300000.0,2016.0,5.0
2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery platform,Delhi,vCommission,Seed,89000.0,2016.0,5.0
2016-05-24,Goalwise,Consumer Internet,Online investment platform,Bengaluru,Undisclosed HNIs,Seed,1000000.0,2016.0,5.0
2016-05-25,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,1500000.0,2016.0,5.0
2016-05-25,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed,100000.0,2016.0,5.0
2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,2000000.0,2016.0,5.0
2016-05-26,mChamp,Consumer Internet,Celebrity Entertainment Contest App,Delhi,MoMagic Technologies,Seed,475000.0,2016.0,5.0
2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed,200000.0,2016.0,5.0
2016-05-31,Koovs,eCommerce,Apparel & Lifestyle eTailer,Delhi,HT Media Ltd,Private Equity,4400000.0,2016.0,5.0
2016-05-31,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000.0,2016.0,5.0
2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed,175000.0,2016.0,5.0
2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000.0,2016.0,4.0
2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0,2016.0,4.0
2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurugram,DTDC Express Ltd,Private Equity,1000000.0,2016.0,4.0
2016-04-06,gear6,Consumer Internet,Online bike service and repairs platform,Bengaluru,Ninestarter,Seed,500000.0,2016.0,4.0
2016-04-06,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,6000000.0,2016.0,4.0
2016-04-06,Petoo,Consumer Internet,Online Food Delivery Platform,Bengaluru,Axilor Ventures,Private Equity,1000000.0,2016.0,4.0
2016-04-08,imedilane,Consumer Internet,Online Health Diagnosis platform,Delhi,"Mahendra Patel, Nilender Chauhan",Seed,40000.0,2016.0,4.0
2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed,200000.0,2016.0,4.0
2016-04-11,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000.0,2016.0,4.0
2016-04-11,PriceRaja,Consumer Internet,Price Comparison Portal,Gurugram,Prashant Puri,Seed,300000.0,2016.0,4.0
2016-04-12,MagicX,Consumer Internet,On-Demand Task Management App,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed,1000000.0,2016.0,4.0
2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed,1000000.0,2016.0,4.0
2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed,150000.0,2016.0,4.0
2016-04-13,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed,250000.0,2016.0,4.0
2016-04-13,kredX,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bengaluru,"Prime Venture Partners,",Seed,750000.0,2016.0,4.0
2016-04-14,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed,100000.0,2016.0,4.0
2016-04-15,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,Delhi,Mount Nathan Advisors,Seed,1000000.0,2016.0,4.0
2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service provider,Delhi,Naturals Salon Chain,Private Equity,15000000.0,2016.0,4.0
2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,30000000.0,2016.0,4.0
2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed,150000.0,2016.0,4.0
2016-04-18,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,10000000.0,2016.0,4.0
